concoct_megahit_6_1_1	K00598
concoct_megahit_6_150_1	K01091
concoct_megahit_6_150_3	K03721
concoct_megahit_6_150_3	K06714
concoct_megahit_6_150_4	K05601
concoct_megahit_6_150_6	K04070
concoct_megahit_6_150_7	K04070
concoct_megahit_6_150_9	K03088
concoct_megahit_6_150_11	K02335
concoct_megahit_6_150_12	K00859
concoct_megahit_6_150_13	K08309
concoct_megahit_6_150_14	K00763
concoct_megahit_6_150_15	K00940
concoct_megahit_6_150_16	K02035
concoct_megahit_6_150_17	K03310
concoct_megahit_6_152_2	K01448
concoct_megahit_6_152_4	K06298
concoct_megahit_6_152_5	K00989
concoct_megahit_6_152_5	K02428
concoct_megahit_6_152_6	K02428
concoct_megahit_6_152_7	K07095
concoct_megahit_6_153_1	K03392
concoct_megahit_6_153_5	K00567
concoct_megahit_6_153_5	K13531
concoct_megahit_6_153_7	K01989
concoct_megahit_6_154_1	K06421
concoct_megahit_6_154_2	K08316
concoct_megahit_6_154_3	K00954
concoct_megahit_6_156_1	K01586
concoct_megahit_6_156_3	K01867
concoct_megahit_6_156_4	K05896
concoct_megahit_6_157_1	K02044
concoct_megahit_6_157_2	K03721
concoct_megahit_6_157_5	K00111
concoct_megahit_6_157_6	K00864
concoct_megahit_6_158_1	K03427
concoct_megahit_6_159_1	K01881
concoct_megahit_6_159_2	K03526
concoct_megahit_6_159_3	K11749
concoct_megahit_6_159_5	K00981
concoct_megahit_6_159_6	K00806
concoct_megahit_6_159_7	K02838
concoct_megahit_6_159_8	K09903
concoct_megahit_6_159_9	K02357
concoct_megahit_6_159_10	K02967
concoct_megahit_6_160_4	K00303
concoct_megahit_6_160_4	K03153
concoct_megahit_6_161_2	K07080
concoct_megahit_6_162_2	K00963
concoct_megahit_6_162_3	K08679
concoct_megahit_6_163_1	K01779
concoct_megahit_6_163_2	K03523
concoct_megahit_6_163_3	K00797
concoct_megahit_6_164_1	K06382
concoct_megahit_6_164_2	K04075
concoct_megahit_6_164_3	K00865
concoct_megahit_6_164_4	K01999
concoct_megahit_6_164_5	K01997
concoct_megahit_6_164_6	K01998
concoct_megahit_6_164_7	K01995
concoct_megahit_6_164_8	K01996
concoct_megahit_6_165_1	K01996
concoct_megahit_6_165_2	K00004
concoct_megahit_6_165_3	K00615
concoct_megahit_6_165_4	K00615
concoct_megahit_6_165_5	K00042
concoct_megahit_6_165_5	K19647
concoct_megahit_6_165_7	K02647
concoct_megahit_6_165_8	K00760
concoct_megahit_6_165_9	K03798
concoct_megahit_6_166_1	K09936
concoct_megahit_6_166_4	K03525
concoct_megahit_6_166_5	K05540
concoct_megahit_6_166_12	K06990
concoct_megahit_6_166_12	K09141
concoct_megahit_6_167_1	K06990
concoct_megahit_6_167_1	K09141
concoct_megahit_6_167_2	K00931
concoct_megahit_6_167_3	K00147
concoct_megahit_6_167_4	K03386
concoct_megahit_6_167_7	K04069
concoct_megahit_6_167_8	K08153
concoct_megahit_6_167_8	K19576
concoct_megahit_6_167_9	K02909
concoct_megahit_6_167_11	K02835
concoct_megahit_6_167_12	K02493
concoct_megahit_6_167_13	K07238
concoct_megahit_6_167_15	K07566
concoct_megahit_6_167_16	K01104
concoct_megahit_6_167_16	K20201
concoct_megahit_6_167_17	K01808
concoct_megahit_6_167_18	K00600
concoct_megahit_6_167_19	K00761
concoct_megahit_6_167_20	K01493
concoct_megahit_6_167_21	K05799
concoct_megahit_6_168_1	K03802
concoct_megahit_6_168_2	K00919
concoct_megahit_6_168_5	K09685
concoct_megahit_6_168_6	K06412
concoct_megahit_6_168_7	K04042
concoct_megahit_6_168_8	K00948
concoct_megahit_6_168_9	K02897
concoct_megahit_6_168_10	K01056
concoct_megahit_6_169_1	K01056
concoct_megahit_6_169_6	K03671
concoct_megahit_6_169_7	K02443
concoct_megahit_6_169_10	K03307
concoct_megahit_6_169_11	K01438
concoct_megahit_6_169_11	K01439
concoct_megahit_6_169_12	K01733
concoct_megahit_6_169_13	K09815
concoct_megahit_6_169_14	K09817
concoct_megahit_6_169_15	K09816
concoct_megahit_6_169_16	K02076
concoct_megahit_6_169_16	K03711
concoct_megahit_6_169_18	K19091
concoct_megahit_6_170_3	K01699
concoct_megahit_6_170_3	K06120
concoct_megahit_6_170_4	K06121
concoct_megahit_6_170_4	K13919
concoct_megahit_6_170_5	K06122
concoct_megahit_6_170_5	K13920
concoct_megahit_6_170_9	K15024
concoct_megahit_6_170_10	K04024
concoct_megahit_6_170_12	K04028
concoct_megahit_6_170_13	K00798
concoct_megahit_6_171_1	K00798
concoct_megahit_6_171_2	K00132
concoct_megahit_6_171_2	K13922
concoct_megahit_6_171_3	K03615
concoct_megahit_6_171_6	K03741
concoct_megahit_6_171_7	K03695
concoct_megahit_6_171_7	K03696
concoct_megahit_6_171_8	K18231
concoct_megahit_6_172_1	K05366
concoct_megahit_6_173_2	K01874
concoct_megahit_6_173_3	K00179
concoct_megahit_6_173_4	K00180
concoct_megahit_6_173_5	K03424
concoct_megahit_6_174_3	K01338
concoct_megahit_6_174_4	K04076
concoct_megahit_6_174_5	K03544
concoct_megahit_6_174_6	K01358
concoct_megahit_6_174_7	K03545
concoct_megahit_6_175_2	K01091
concoct_megahit_6_176_1	K02502
concoct_megahit_6_176_2	K00765
concoct_megahit_6_176_2	K02502
concoct_megahit_6_176_3	K00817
concoct_megahit_6_176_4	K01693
concoct_megahit_6_176_5	K01814
concoct_megahit_6_176_6	K02500
concoct_megahit_6_176_7	K01496
concoct_megahit_6_176_7	K11755
concoct_megahit_6_177_1	K22441
concoct_megahit_6_177_3	K01012
concoct_megahit_6_177_4	K03150
concoct_megahit_6_177_5	K09005
concoct_megahit_6_177_7	K06864
concoct_megahit_6_178_1	K07094
concoct_megahit_6_178_3	K01739
concoct_megahit_6_178_3	K01761
concoct_megahit_6_178_6	K01643
concoct_megahit_6_178_7	K01644
concoct_megahit_6_178_8	K01646
concoct_megahit_6_178_9	K01910
concoct_megahit_6_178_10	K07120
concoct_megahit_6_179_1	K07793
concoct_megahit_6_179_7	K01681
concoct_megahit_6_179_8	K01681
concoct_megahit_6_179_9	K00031
concoct_megahit_6_180_1	K06313
concoct_megahit_6_180_2	K01449
concoct_megahit_6_180_8	K08301
concoct_megahit_6_180_11	K06402
concoct_megahit_6_180_13	K05837
concoct_megahit_6_181_1	K01534
concoct_megahit_6_181_2	K04023
concoct_megahit_6_181_3	K06298
concoct_megahit_6_181_4	K02031
concoct_megahit_6_181_4	K02032
concoct_megahit_6_181_5	K02034
concoct_megahit_6_181_6	K02033
concoct_megahit_6_181_7	K02035
concoct_megahit_6_182_4	K19165
concoct_megahit_6_183_4	K00075
concoct_megahit_6_183_6	K02027
concoct_megahit_6_183_7	K00824
concoct_megahit_6_183_8	K04477
concoct_megahit_6_183_9	K15916
concoct_megahit_6_183_10	K06023
concoct_megahit_6_183_13	K03660
concoct_megahit_6_184_1	K02029
concoct_megahit_6_184_1	K10040
concoct_megahit_6_184_2	K02028
concoct_megahit_6_184_2	K10041
concoct_megahit_6_184_2	K17076
concoct_megahit_6_184_3	K02029
concoct_megahit_6_184_4	K09764
concoct_megahit_6_184_5	K22278
concoct_megahit_6_185_1	K05311
concoct_megahit_6_185_2	K00927
concoct_megahit_6_185_2	K01803
concoct_megahit_6_185_3	K01803
concoct_megahit_6_185_4	K15633
concoct_megahit_6_185_5	K01689
concoct_megahit_6_186_2	K11754
concoct_megahit_6_187_1	K07493
concoct_megahit_6_188_1	K09121
concoct_megahit_6_188_2	K01885
concoct_megahit_6_189_3	K05956
concoct_megahit_6_189_4	K04034
concoct_megahit_6_190_1	K01926
concoct_megahit_6_191_1	K03710
concoct_megahit_6_191_3	K21993
concoct_megahit_6_192_2	K01916
concoct_megahit_6_192_5	K01159
concoct_megahit_6_192_6	K03550
concoct_megahit_6_192_7	K03551
concoct_megahit_6_192_8	K06381
concoct_megahit_6_192_9	K07568
concoct_megahit_6_192_11	K00773
concoct_megahit_6_192_12	K03210
concoct_megahit_6_193_4	K03404
concoct_megahit_6_193_4	K03405
concoct_megahit_6_193_5	K03404
concoct_megahit_6_193_6	K07462
concoct_megahit_6_193_7	K00759
concoct_megahit_6_193_8	K00951
concoct_megahit_6_193_9	K07560
concoct_megahit_6_193_13	K01876
concoct_megahit_6_194_1	K02190
concoct_megahit_6_194_2	K05895
concoct_megahit_6_194_3	K05934
concoct_megahit_6_194_3	K21479
concoct_megahit_6_194_4	K02189
concoct_megahit_6_194_5	K05936
concoct_megahit_6_194_6	K03394
concoct_megahit_6_194_7	K00595
concoct_megahit_6_194_7	K02191
concoct_megahit_6_194_8	K00595
concoct_megahit_6_194_8	K03399
concoct_megahit_6_194_9	K02188
concoct_megahit_6_194_10	K06042
concoct_megahit_6_194_11	K02224
concoct_megahit_6_194_12	K02016
concoct_megahit_6_194_13	K02013
concoct_megahit_6_194_14	K02015
concoct_megahit_6_195_1	K07692
concoct_megahit_6_195_5	K03581
concoct_megahit_6_195_6	K06864
concoct_megahit_6_195_7	K06898
concoct_megahit_6_195_8	K09121
concoct_megahit_6_197_2	K01624
concoct_megahit_6_197_3	K00845
concoct_megahit_6_197_4	K03688
concoct_megahit_6_197_8	K18814
concoct_megahit_6_198_2	K05946
concoct_megahit_6_198_4	K00615
concoct_megahit_6_198_5	K00615
concoct_megahit_6_198_7	K22129
concoct_megahit_6_198_8	K00097
concoct_megahit_6_198_8	K22024
concoct_megahit_6_199_1	K03614
concoct_megahit_6_199_2	K03612
concoct_megahit_6_199_3	K03613
concoct_megahit_6_199_4	K03617
concoct_megahit_6_199_5	K03616
concoct_megahit_6_199_6	K06334
concoct_megahit_6_199_8	K10441
concoct_megahit_6_199_10	K02529
concoct_megahit_6_200_1	K02529
concoct_megahit_6_200_2	K00852
concoct_megahit_6_200_3	K21416
concoct_megahit_6_200_4	K00162
concoct_megahit_6_200_4	K11381
concoct_megahit_6_200_4	K21417
concoct_megahit_6_200_5	K00627
concoct_megahit_6_200_6	K06726
concoct_megahit_6_200_7	K17818
concoct_megahit_6_200_8	K00382
concoct_megahit_6_200_9	K06333
concoct_megahit_6_200_11	K03294
concoct_megahit_6_200_12	K00013
concoct_megahit_6_200_12	K15509
concoct_megahit_6_200_14	K03307
concoct_megahit_6_200_15	K01738
concoct_megahit_6_201_3	K07646
concoct_megahit_6_201_4	K19302
concoct_megahit_6_201_5	K01439
concoct_megahit_6_201_7	K03657
concoct_megahit_6_201_8	K01972
concoct_megahit_6_202_1	K02529
concoct_megahit_6_202_2	K01838
concoct_megahit_6_203_2	K01784
concoct_megahit_6_204_1	K03655
concoct_megahit_6_204_2	K07030
concoct_megahit_6_204_4	K02902
concoct_megahit_6_204_5	K01783
concoct_megahit_6_204_6	K12132
concoct_megahit_6_204_7	K20074
concoct_megahit_6_204_8	K06941
concoct_megahit_6_204_9	K03500
concoct_megahit_6_205_1	K03500
concoct_megahit_6_205_2	K09729
concoct_megahit_6_205_3	K00604
concoct_megahit_6_205_4	K01462
concoct_megahit_6_205_5	K04066
concoct_megahit_6_205_6	K01598
concoct_megahit_6_205_6	K13038
concoct_megahit_6_205_7	K03060
concoct_megahit_6_205_8	K00942
concoct_megahit_6_205_9	K09777
concoct_megahit_6_205_12	K02825
concoct_megahit_6_206_1	K02825
concoct_megahit_6_206_2	K06180
concoct_megahit_6_206_3	K03101
concoct_megahit_6_206_6	K04074
concoct_megahit_6_206_7	K02221
concoct_megahit_6_206_8	K09772
concoct_megahit_6_206_9	K06997
concoct_megahit_6_206_11	K00872
concoct_megahit_6_206_12	K01733
concoct_megahit_6_206_13	K00003
concoct_megahit_6_206_14	K06209
concoct_megahit_6_206_16	K10773
concoct_megahit_6_206_17	K03797
concoct_megahit_6_206_19	K00805
concoct_megahit_6_206_20	K02003
concoct_megahit_6_206_21	K02005
concoct_megahit_6_206_22	K02004
concoct_megahit_6_207_2	K07720
concoct_megahit_6_208_1	K07005
concoct_megahit_6_208_2	K00831
concoct_megahit_6_208_7	K00058
concoct_megahit_6_208_8	K00046
concoct_megahit_6_208_8	K00065
concoct_megahit_6_208_10	K09004
concoct_megahit_6_208_12	K08978
concoct_megahit_6_210_1	K04655
concoct_megahit_6_211_7	K07088
concoct_megahit_6_211_8	K07793
concoct_megahit_6_211_11	K00097
concoct_megahit_6_212_1	K03596
concoct_megahit_6_212_3	K03705
concoct_megahit_6_212_5	K03687
concoct_megahit_6_212_6	K04043
concoct_megahit_6_212_7	K03686
concoct_megahit_6_212_7	K05516
concoct_megahit_6_212_8	K02687
concoct_megahit_6_213_1	K02687
concoct_megahit_6_213_2	K09761
concoct_megahit_6_213_3	K18707
concoct_megahit_6_213_4	K02503
concoct_megahit_6_213_5	K02970
concoct_megahit_6_213_6	K09117
concoct_megahit_6_213_7	K07403
concoct_megahit_6_213_11	K06438
concoct_megahit_6_213_12	K06217
concoct_megahit_6_213_13	K07037
concoct_megahit_6_214_1	K07037
concoct_megahit_6_214_2	K01489
concoct_megahit_6_214_2	K07042
concoct_megahit_6_214_3	K00887
concoct_megahit_6_214_3	K00901
concoct_megahit_6_214_5	K03584
concoct_megahit_6_214_6	K06384
concoct_megahit_6_214_8	K09773
concoct_megahit_6_214_9	K01006
concoct_megahit_6_214_10	K01129
concoct_megahit_6_214_11	K02316
concoct_megahit_6_214_12	K03086
concoct_megahit_6_214_13	K06967
concoct_megahit_6_214_15	K07164
concoct_megahit_6_214_16	K03469
concoct_megahit_6_214_16	K06864
concoct_megahit_6_215_1	K05846
concoct_megahit_6_215_2	K05847
concoct_megahit_6_215_3	K02355
concoct_megahit_6_215_5	K03708
concoct_megahit_6_215_6	K19411
concoct_megahit_6_215_7	K19405
concoct_megahit_6_215_8	K03695
concoct_megahit_6_215_8	K03696
concoct_megahit_6_215_9	K04485
concoct_megahit_6_215_11	K07736
concoct_megahit_6_216_1	K00261
concoct_megahit_6_216_1	K00262
concoct_megahit_6_216_2	K22010
concoct_megahit_6_216_3	K01915
concoct_megahit_6_217_1	K00970
concoct_megahit_6_217_1	K00974
concoct_megahit_6_217_2	K07979
concoct_megahit_6_218_2	K01619
concoct_megahit_6_218_3	K09126
concoct_megahit_6_219_1	K01869
concoct_megahit_6_219_3	K02232
concoct_megahit_6_219_4	K02237
concoct_megahit_6_219_11	K07258
concoct_megahit_6_220_2	K00991
concoct_megahit_6_221_1	K06213
concoct_megahit_6_221_2	K06213
concoct_megahit_6_221_5	K04477
concoct_megahit_6_221_6	K06958
concoct_megahit_6_221_8	K09762
concoct_megahit_6_221_9	K11184
concoct_megahit_6_221_9	K11189
concoct_megahit_6_221_11	K02337
concoct_megahit_6_222_1	K02337
concoct_megahit_6_222_3	K00850
concoct_megahit_6_222_4	K00873
concoct_megahit_6_222_5	K01652
concoct_megahit_6_222_6	K01653
concoct_megahit_6_222_7	K00053
concoct_megahit_6_222_8	K01649
concoct_megahit_6_222_9	K01703
concoct_megahit_6_222_9	K20452
concoct_megahit_6_222_10	K01704
concoct_megahit_6_222_10	K20453
concoct_megahit_6_222_11	K00052
concoct_megahit_6_223_1	K00008
concoct_megahit_6_223_2	K01934
concoct_megahit_6_223_3	K01951
concoct_megahit_6_223_4	K00820
concoct_megahit_6_224_1	K09458
concoct_megahit_6_224_2	K02078
concoct_megahit_6_224_3	K00059
concoct_megahit_6_224_4	K00645
concoct_megahit_6_224_5	K02371
concoct_megahit_6_224_6	K00648
concoct_megahit_6_224_7	K03621
concoct_megahit_6_224_9	K02911
concoct_megahit_6_224_10	K07040
concoct_megahit_6_224_11	K00925
concoct_megahit_6_224_12	K00625
concoct_megahit_6_224_14	K07177
concoct_megahit_6_225_3	K01424
concoct_megahit_6_225_4	K03309
concoct_megahit_6_225_5	K03665
concoct_megahit_6_225_10	K13641
concoct_megahit_6_226_2	K02899
concoct_megahit_6_226_3	K07584
concoct_megahit_6_226_4	K02888
concoct_megahit_6_226_6	K06313
concoct_megahit_6_227_1	K19091
concoct_megahit_6_228_1	K02358
concoct_megahit_6_228_2	K02946
concoct_megahit_6_228_3	K02906
concoct_megahit_6_228_4	K02926
concoct_megahit_6_228_5	K02892
concoct_megahit_6_228_6	K02886
concoct_megahit_6_228_7	K02965
concoct_megahit_6_228_8	K02890
concoct_megahit_6_228_9	K02982
concoct_megahit_6_228_10	K02878
concoct_megahit_6_228_11	K02904
concoct_megahit_6_229_1	K10439
concoct_megahit_6_229_1	K10441
concoct_megahit_6_229_3	K10538
concoct_megahit_6_229_3	K17214
concoct_megahit_6_229_4	K10440
concoct_megahit_6_229_5	K01470
concoct_megahit_6_229_5	K22232
concoct_megahit_6_229_6	K00046
concoct_megahit_6_229_6	K00065
concoct_megahit_6_229_7	K01625
concoct_megahit_6_229_8	K00883
concoct_megahit_6_229_9	K00058
concoct_megahit_6_229_10	K00008
concoct_megahit_6_229_12	K01875
concoct_megahit_6_229_14	K06306
concoct_megahit_6_230_2	K07813
concoct_megahit_6_230_3	K02477
concoct_megahit_6_230_3	K07705
concoct_megahit_6_230_5	K03090
concoct_megahit_6_231_2	K02437
concoct_megahit_6_233_1	K03800
concoct_megahit_6_233_2	K03709
concoct_megahit_6_233_3	K04758
concoct_megahit_6_233_4	K04759
concoct_megahit_6_233_5	K05337
concoct_megahit_6_233_6	K01625
concoct_megahit_6_233_7	K00874
concoct_megahit_6_233_8	K02529
concoct_megahit_6_234_1	K03315
concoct_megahit_6_234_2	K01759
concoct_megahit_6_234_3	K06998
concoct_megahit_6_234_5	K02120
concoct_megahit_6_234_6	K02118
concoct_megahit_6_234_7	K02117
concoct_megahit_6_234_8	K02121
concoct_megahit_6_234_9	K02122
concoct_megahit_6_234_10	K02124
concoct_megahit_6_234_11	K02123
concoct_megahit_6_235_1	K02123
concoct_megahit_6_235_2	K02119
concoct_megahit_6_235_8	K06885
concoct_megahit_6_235_11	K01246
concoct_megahit_6_235_12	K01866
concoct_megahit_6_236_1	K01784
concoct_megahit_6_236_3	K00012
concoct_megahit_6_236_12	K08679
concoct_megahit_6_237_4	K13280
concoct_megahit_6_237_8	K07284
concoct_megahit_6_238_1	K06871
concoct_megahit_6_238_7	K03925
concoct_megahit_6_238_8	K03438
concoct_megahit_6_238_10	K03587
concoct_megahit_6_238_10	K08384
concoct_megahit_6_238_11	K01928
concoct_megahit_6_238_12	K01929
concoct_megahit_6_238_13	K01000
concoct_megahit_6_238_14	K01925
concoct_megahit_6_238_15	K03588
concoct_megahit_6_238_16	K02563
concoct_megahit_6_239_4	K01436
concoct_megahit_6_239_5	K06608
concoct_megahit_6_239_6	K00847
concoct_megahit_6_239_6	K03338
concoct_megahit_6_239_7	K01624
concoct_megahit_6_239_8	K00140
concoct_megahit_6_240_2	K01996
concoct_megahit_6_240_3	K01995
concoct_megahit_6_240_4	K01998
concoct_megahit_6_240_6	K01999
concoct_megahit_6_240_7	K00134
concoct_megahit_6_240_7	K00150
concoct_megahit_6_240_7	K03340
concoct_megahit_6_240_8	K06923
concoct_megahit_6_240_9	K13566
concoct_megahit_6_241_2	K01342
concoct_megahit_6_241_2	K13275
concoct_megahit_6_241_5	K01342
concoct_megahit_6_241_5	K13275
concoct_megahit_6_241_7	K06183
concoct_megahit_6_241_11	K13993
concoct_megahit_6_241_16	K01449
concoct_megahit_6_241_18	K00134
concoct_megahit_6_241_18	K00150
concoct_megahit_6_241_18	K03340
concoct_megahit_6_242_2	K18640
concoct_megahit_6_242_3	K03605
concoct_megahit_6_242_4	K04651
concoct_megahit_6_242_5	K04652
concoct_megahit_6_242_6	K04656
concoct_megahit_6_242_7	K04653
concoct_megahit_6_242_8	K04654
concoct_megahit_6_242_9	K04655
concoct_megahit_6_242_10	K17686
concoct_megahit_6_243_1	K03309
concoct_megahit_6_243_2	K01779
concoct_megahit_6_243_3	K01744
concoct_megahit_6_243_4	K01677
concoct_megahit_6_243_5	K01678
concoct_megahit_6_243_6	K00027
concoct_megahit_6_243_8	K00602
concoct_megahit_6_243_11	K05966
concoct_megahit_6_243_11	K13927
concoct_megahit_6_243_12	K05964
concoct_megahit_6_245_1	K00845
concoct_megahit_6_245_2	K03271
concoct_megahit_6_245_2	K15669
concoct_megahit_6_246_6	K00548
concoct_megahit_6_246_7	K03315
concoct_megahit_6_246_10	K08217
concoct_megahit_6_247_1	K04769
concoct_megahit_6_247_2	K01610
concoct_megahit_6_247_3	K06409
concoct_megahit_6_247_4	K02428
concoct_megahit_6_247_4	K02499
concoct_megahit_6_247_5	K03530
concoct_megahit_6_247_6	K06381
concoct_megahit_6_247_9	K13052
concoct_megahit_6_247_10	K07570
concoct_megahit_6_247_10	K07571
concoct_megahit_6_247_11	K01524
concoct_megahit_6_248_1	K16788
concoct_megahit_6_248_3	K00883
concoct_megahit_6_248_4	K01683
concoct_megahit_6_248_4	K01684
concoct_megahit_6_249_1	K10914
concoct_megahit_6_249_1	K21563
concoct_megahit_6_249_4	K07794
concoct_megahit_6_249_5	K07793
concoct_megahit_6_249_8	K07120
concoct_megahit_6_251_3	K01207
concoct_megahit_6_251_6	K04759
concoct_megahit_6_251_7	K04758
concoct_megahit_6_251_8	K04758
concoct_megahit_6_251_10	K03312
concoct_megahit_6_251_11	K01572
concoct_megahit_6_252_1	K01572
concoct_megahit_6_252_4	K01039
concoct_megahit_6_252_5	K01040
concoct_megahit_6_252_6	K01615
concoct_megahit_6_252_8	K01715
concoct_megahit_6_252_9	K00074
concoct_megahit_6_252_10	K00626
concoct_megahit_6_253_2	K03088
concoct_megahit_6_254_1	K07053
concoct_megahit_6_254_2	K00334
concoct_megahit_6_254_2	K18330
concoct_megahit_6_254_2	K22340
concoct_megahit_6_254_4	K17992
concoct_megahit_6_254_5	K00335
concoct_megahit_6_254_5	K18331
concoct_megahit_6_254_5	K22339
concoct_megahit_6_254_6	K00336
concoct_megahit_6_254_6	K18332
concoct_megahit_6_254_7	K21993
concoct_megahit_6_255_1	K01449
concoct_megahit_6_255_3	K07576
concoct_megahit_6_256_4	K04655
concoct_megahit_6_257_2	K01938
concoct_megahit_6_257_3	K00548
concoct_megahit_6_258_1	K01425
concoct_megahit_6_258_2	K07240
concoct_megahit_6_258_3	K07240
concoct_megahit_6_260_1	K00198
concoct_megahit_6_260_2	K07321
concoct_megahit_6_260_3	K01938
concoct_megahit_6_261_1	K06015
concoct_megahit_6_261_2	K06373
concoct_megahit_6_261_3	K06374
concoct_megahit_6_261_6	K02755
concoct_megahit_6_261_6	K02756
concoct_megahit_6_261_6	K02757
concoct_megahit_6_261_6	K02809
concoct_megahit_6_261_6	K02810
concoct_megahit_6_261_7	K02755
concoct_megahit_6_261_7	K02756
concoct_megahit_6_261_7	K02757
concoct_megahit_6_261_9	K01551
concoct_megahit_6_262_1	K03406
concoct_megahit_6_262_4	K02783
concoct_megahit_6_262_5	K02782
concoct_megahit_6_262_5	K02783
concoct_megahit_6_262_7	K02781
concoct_megahit_6_262_9	K01588
concoct_megahit_6_262_10	K01589
concoct_megahit_6_262_11	K10979
concoct_megahit_6_262_12	K01971
concoct_megahit_6_262_12	K10747
concoct_megahit_6_263_1	K01971
concoct_megahit_6_263_1	K10747
concoct_megahit_6_263_2	K01971
concoct_megahit_6_263_3	K17830
concoct_megahit_6_263_6	K03588
concoct_megahit_6_263_7	K05364
concoct_megahit_6_263_9	K01996
concoct_megahit_6_263_10	K01995
concoct_megahit_6_263_11	K01998
concoct_megahit_6_263_12	K01997
concoct_megahit_6_263_13	K01999
concoct_megahit_6_263_16	K06147
concoct_megahit_6_263_17	K06147
concoct_megahit_6_264_1	K06436
concoct_megahit_6_264_3	K09776
concoct_megahit_6_264_4	K02528
concoct_megahit_6_264_6	K00611
concoct_megahit_6_264_7	K00821
concoct_megahit_6_265_1	K00297
concoct_megahit_6_265_2	K00575
concoct_megahit_6_265_3	K01611
concoct_megahit_6_265_4	K01823
concoct_megahit_6_265_5	K02945
concoct_megahit_6_265_5	K03527
concoct_megahit_6_265_6	K00655
concoct_megahit_6_265_7	K00945
concoct_megahit_6_265_8	K07007
concoct_megahit_6_265_10	K02013
concoct_megahit_6_265_11	K01480
concoct_megahit_6_266_1	K01480
concoct_megahit_6_266_2	K00797
concoct_megahit_6_266_3	K00619
concoct_megahit_6_266_3	K09994
concoct_megahit_6_266_4	K06178
concoct_megahit_6_266_4	K06183
concoct_megahit_6_266_7	K18011
concoct_megahit_6_266_14	K07258
concoct_megahit_6_266_17	K06024
concoct_megahit_6_266_18	K05896
concoct_megahit_6_267_2	K00969
concoct_megahit_6_267_3	K00969
concoct_megahit_6_267_4	K03979
concoct_megahit_6_268_2	K03308
